1000
25740	60851
84204	99674
65414	83545
62375	19948
48476	34914
87987	58193
46147	4421
35459	23919
49346	70921
6714	63207
9921	31797
63046	84186
3203	80715
74278	39394
41883	50566
12179	40327
77571	97001
30533	64730
36607	97396
13284	87824
27556	19105
50883	23196
42085	32052
91163	55430
15992	76003
69450	75806
44683	68700
85263	47289
30746	56181
9725	14735
59240	74316
60943	67976
63054	49964
20988	91479
92037	94065
56873	69484
31268	3226
45597	70630
47255	58851
20394	43080
15152	3918
84018	65860
99483	48599
85114	80249
72601	15935
75448	133
2112	64067
8015	35060
89548	62810
84834	38920
52474	1878
73032	86040
41066	18377
27194	39494
99922	60953
59498	29495
21034	16665
61626	65917
36644	1599
93112	42365
44183	54048
71592	89871
75113	67928
66849	66405
96165	8526
76820	4219
55332	91305
40747	57184
88119	39671
32809	84474
24914	202
55902	75638
9117	79212
21825	25531
9245	4462
42185	27501
97054	84
83766	37024
52253	26293
86005	55830
49798	81103
83126	96726
60168	48724
89679	31462
72314	84979
66478	4910
56717	79714
1697	81684
23743	98479
49629	40430
1907	54345
4266	5369
51166	85742
57154	26682
79334	9184
98434	89486
85438	88385
54507	68144
55282	64605
81934	53340
41722	50280
26502	23386
62597	79419
11721	70847
60188	95524
69144	38721
38398	88114
72	94254
11130	95448
21943	88274
62981	45180
18800	15328
98829	9989
65070	75410
79773	41664
97280	97496
84982	64000
74468	21821
4302	47997
21628	41211
43236	77354
21388	1721
75141	224
15351	13252
2285	74682
36931	87160
47640	18440
56369	17666
7354	61710
28298	43792
55635	23560
51403	52864
27516	16213
56634	94100
13601	46222
60479	79272
73504	70670
88945	45709
95835	2154
61794	28457
94374	57062
5540	26185
95107	49924
83017	29727
75775	1819
10706	34592
15326	82406
66550	6168
86001	72846
86103	8398
10256	19196
85572	4285
46965	27107
335	44601
32564	69955
59238	37511
88599	67351
44555	91747
16897	26972
26007	59174
42910	48375
88395	48122
22564	5937
68560	63167
67981	68402
38129	64643
49666	38235
93717	89868
29735	83486
60441	22807
18164	78254
48597	63645
53355	94077
87774	93698
29959	24940
20667	30582
14981	91326
81748	44449
73372	88108
16816	57156
8721	6657
99110	74273
97934	94617
13213	83557
96692	31998
96622	61178
18598	28014
96092	6816
50642	82580
12831	96557
57681	16676
7216	5858
69923	76304
60856	84278
24708	84288
72090	11276
5710	30349
27680	49372
65105	89766
62696	66781
70676	81970
7299	35955
56434	78926
96483	51668
31854	42290
90575	65480
84060	18951
43068	9566
95600	47785
60545	66710
56371	48853
97020	49450
78231	57781
91339	65660
2216	54008
15492	17975
15595	2742
5163	33350
19359	70226
9708	31834
60737	41724
13647	4094
23790	42177
55671	87932
27297	92547
38336	56078
80764	52892
69733	10058
56001	45019
97864	70992
79786	65725
78759	25130
23989	22901
10025	16466
68594	88070
59045	16625
7026	29853
77552	2898
95941	66599
50167	78809
38950	26701
45659	26429
21596	42747
16888	63735
76268	95526
89608	54340
86831	29817
39064	39409
25642	94348
22042	81913
32779	30982
13192	7629
25455	68083
74989	61962
31548	21809
73841	96083
12130	1801
20973	30571
84343	66305
98158	75788
98063	18353
39754	64694
90816	96426
85075	97680
30595	31940
99667	86354
25698	25641
95969	21550
84041	80333
23150	90154
60254	72696
31365	91128
70478	65301
19058	22074
34488	55531
31846	56077
74630	62785
10734	35527
74061	10475
78746	26957
85314	4822
7784	79712
92058	93647
44695	97837
67876	58083
84589	87988
15794	5479
33213	64154
70190	36108
56042	38239
54197	39375
74177	10425
30834	54202
73030	92201
29244	5089
67968	62988
28485	8201
49725	88747
9538	22196
27020	79391
45031	77944
83711	69946
76075	66605
32080	63552
26308	83251
7736	45587
5859	75629
1440	71783
67942	49311
13851	53145
86082	24422
21548	21570
76270	13937
59045	5275
62598	14074
27831	26817
92228	78218
6736	74513
81492	47454
665	91872
30728	46886
87038	18969
67443	70073
45884	51964
20162	16645
70229	58009
25477	72812
90944	87777
78142	21319
11653	19688
873	11243
90122	64876
87678	63353
54762	95196
27985	40082
84306	6772
13666	98904
1712	59636
86447	80122
33154	19462
78320	50673
33640	60900
43723	4913
97430	51886
46470	83510
21628	75579
11215	14257
5961	72002
62800	41957
69325	57239
26308	47932
33046	98213
52128	44529
70344	41522
45773	88429
1868	27848
1286	94357
93347	2165
15729	99327
30354	87890
83655	95734
49998	86580
89010	94971
70357	43137
14228	60629
54418	82843
27251	11981
67519	40397
7121	63026
78210	34465
69241	79662
22241	48590
83597	25023
29497	20775
92918	72685
84409	84238
67457	86547
59585	97541
88411	39596
48786	72399
68627	77475
3321	34877
96840	57444
46177	42656
59435	24318
93373	66811
23629	68080
87590	13984
37232	32203
90165	68330
48193	11063
4497	17004
96974	58025
96134	96895
78264	95725
8242	46123
59033	87294
93363	40804
7291	61633
78848	71698
52885	37790
40011	30097
56449	14831
13790	7924
95333	50700
16164	83552
16180	3427
54977	17300
57276	46584
97451	40684
13961	62774
99440	91259
60177	14325
10843	60793
41187	3271
82587	37196
75305	10331
79062	77418
65813	57525
25753	77005
29116	5403
12254	4605
79221	41904
67941	51481
25928	1497
37205	26152
59505	9912
52826	53293
17183	43817
70901	55629
43096	43291
31206	50670
96234	69343
56365	62718
98815	14032
37850	25854
36521	97061
17753	93122
65922	29296
71146	68094
95844	80679
50839	16380
99078	35444
41351	70884
26392	24274
78528	93065
28169	66647
78459	81927
97913	89647
72156	65015
68345	92818
76054	28586
16101	81217
23903	36517
66481	26705
37291	7667
2088	39130
96955	5717
53754	70181
67827	86326
510	49194
73799	85002
52976	44117
89927	27721
40975	82422
37217	39330
78846	24821
92852	90154
83620	24882
61979	81465
68408	50077
27146	27807
94588	60449
32053	6980
18752	20323
56539	85895
99485	95180
88171	55939
87680	84568
66694	73359
7526	40457
72375	65884
83200	90846
52894	93131
55299	60280
47928	95115
47366	76017
93066	14680
20339	46952
83181	94314
18001	37187
581	47366
55226	20095
79207	89196
43820	78755
2829	13917
28017	36025
1766	86554
40737	85228
45985	85467
76487	8147
39858	74137
22079	17411
7381	22775
90181	89233
74927	57931
31934	36842
59840	95976
70100	34532
42916	54257
84617	70183
11705	60481
97234	60639
87398	96532
46083	88027
31908	95709
60996	5505
8716	62753
51506	4405
86170	50452
29474	65165
1851	77809
83973	85656
17161	3558
88616	9920
8234	49124
40324	59208
85714	70798
88232	28862
71470	80113
3076	46762
93543	45543
8334	92669
83521	89683
7820	42532
91581	77785
79894	93295
4108	43051
83343	68940
53223	13158
83266	14173
68630	38801
38748	56943
79775	25511
20929	53167
41299	35771
74717	25643
68947	7501
97876	32357
10882	10661
58100	37293
13868	11678
91786	26954
77875	82004
95964	31624
50775	45868
5185	27392
55192	68408
56410	97583
21631	35793
91818	61251
31943	42567
46248	84919
12541	18067
34865	64818
37513	55224
59264	96670
57172	13
48763	73667
72015	66580
66720	99637
81939	14266
52139	32475
40710	44213
55410	69503
61961	63088
82156	96695
93565	9856
30997	23411
80703	95702
56122	71117
93667	35642
12399	4145
2560	40925
85357	49042
45774	34430
66628	31618
38564	83049
66724	42935
24448	30616
22456	19935
13753	98375
84164	74024
75259	96603
99461	54644
94939	97547
66976	98587
94100	93312
49869	40468
64616	66541
56090	10949
11308	70221
75674	22362
83120	71888
35311	62238
78297	42580
98745	98569
66104	86511
18267	41631
89369	72746
28143	98158
52093	96144
51731	18423
48036	63646
69204	12771
75428	70774
70196	84199
26698	20943
46636	4988
77124	50587
1914	93663
26597	77373
34828	50167
72096	64159
35161	29625
48164	39560
6053	58337
82546	39424
18329	95186
12174	61707
86509	15252
19084	46342
35076	17097
50503	87423
22180	73420
4696	94673
29653	38979
97122	36339
44517	12543
21070	73515
28958	65727
83477	52604
96880	31813
31572	54561
45924	39381
31838	14041
27445	32413
28277	39620
33096	34182
70730	19633
62833	71885
3648	485
88232	35707
72705	1580
91701	43146
49182	34178
82869	54703
50722	43277
10196	73282
71097	88625
6558	30801
10990	29072
68624	83866
92809	94091
84595	20325
91730	63293
45186	61843
7303	21873
60693	32114
4785	32527
21903	41493
1076	96466
5075	81184
84631	47585
70228	31737
67307	35616
32790	56342
78004	73235
17117	57902
80215	69309
67334	88759
69100	92169
17777	3262
8277	94047
16106	62124
87205	51679
89698	43121
665	53129
47265	72889
80898	23674
88114	86348
92133	89082
56014	37441
47094	4807
96764	28364
29301	56965
72667	53767
41500	68203
10736	48979
31119	13596
2235	80373
36383	26965
31227	49437
18500	31862
38061	76941
83036	17340
44655	39528
56782	90142
53835	29503
67149	74996
68951	76842
23598	36244
97057	19718
47462	57899
62355	60647
22910	22335
1072	37027
91678	36515
73639	32695
78115	82092
50834	10789
61618	63162
97105	33920
74035	35055
10908	53558
45238	45934
80680	55160
57208	64288
24971	26817
31786	7238
99348	28587
1590	14014
91733	55406
11861	69732
82513	73896
60848	56354
40352	31438
84690	28286
75833	67890
26323	33866
65390	12194
46141	9944
25477	26265
78386	85242
27278	30387
88858	16163
39275	93805
47342	18335
7557	77548
30523	26257
61512	40703
41455	33184
89644	87165
9898	48170
50357	57137
38649	73184
34696	92029
90376	95990
31077	74020
98319	692
85260	94590
92640	5113
57087	31469
15380	74523
69975	23497
89489	19679
12794	39135
11776	71914
21322	86403
57842	99801
59996	44139
44606	11240
18420	60208
46218	44545
12327	71691
58182	18195
82205	34194
83521	29397
54905	75
66969	98147
91983	72888
44589	18840
61137	46337
60500	67613
